id;longitude;latitude;acquired_at;user_id;recorded_at;accuracy;source_of_geolocation;geofence_detailed_status;just_left_geofence_time;connected_to_trusted_wifi
183345;11.6250029;48.1716008;2022-10-05 22:17:23.178377;5504;2022-10-05 22:17:22.229;20;UNKNOWN;ALMAPHIL;null;null
183349;11.625003;48.1715954;2022-10-06 07:00:07.775842;5504;2022-10-06 07:00:06.622;13.0979995727539;UNKNOWN;ALMAPHIL;null;null
189029;11.6250015;48.1716012;2022-10-06 17:29:29.21852;5504;2022-10-06 17:29:28.335;12.7569999694824;UNKNOWN;ALMAPHIL;null;null
189268;11.6250021;48.1716002;2022-10-06 17:30:44.747085;5504;2022-10-06 17:30:43.765;13.5270004272461;UNKNOWN;ALMAPHIL;null;null
189032;11.6250018;48.1715993;2022-10-06 19:06:36.339452;5504;2022-10-06 19:06:23.617;12.8090000152588;UNKNOWN;ALMAPHIL;null;null
189033;11.6250018;48.1715993;2022-10-06 19:35:01.779785;5504;2022-10-06 19:35:00.13;12.8090000152588;UNKNOWN;ALMAPHIL;null;null
189043;11.6250027;48.1715956;2022-10-07 09:26:20.2002;5504;2022-10-07 09:26:18.491;13.7799997329712;UNKNOWN;ALMAPHIL;null;null
189044;11.6250016;48.1716015;2022-10-07 09:39:37.789473;5504;2022-10-07 09:39:36.248;13.173999786377;UNKNOWN;ALMAPHIL;null;null
189045;11.6250007;48.1716016;2022-10-07 09:39:52.267537;5504;2022-10-07 09:39:50.657;12.7589998245239;UNKNOWN;ALMAPHIL;null;null
189046;11.6250017;48.1716005;2022-10-07 09:41:06.199711;5504;2022-10-07 09:41:04.647;20;UNKNOWN;ALMAPHIL;null;null
189281;11.6250026;48.1715778;2022-10-07 09:43:39.395084;5504;2022-10-07 09:43:36.348;13.1750001907349;UNKNOWN;ALMAPHIL;null;null
189282;11.6250026;48.1715778;2022-10-07 09:43:46.805116;5504;2022-10-07 09:43:36.348;13.1750001907349;UNKNOWN;ALMAPHIL;null;null
189283;11.6250006;48.1716002;2022-10-07 09:44:32.381613;5504;2022-10-07 09:44:30.278;12.7790002822876;UNKNOWN;ALMAPHIL;null;null
189284;11.6250006;48.1716004;2022-10-07 09:48:43.992072;5504;2022-10-07 09:48:42.408;12.6750001907349;UNKNOWN;ALMAPHIL;null;null
189285;11.6250015;48.1716011;2022-10-07 09:49:56.799956;5504;2022-10-07 09:49:55.24;12.8339996337891;UNKNOWN;ALMAPHIL;null;null
189286;11.6249976;48.1715986;2022-10-07 09:50:35.34736;5504;2022-10-07 09:50:25.328;11.7749996185303;UNKNOWN;ALMAPHIL;null;null
189287;11.6250021;48.1715993;2022-10-07 09:53:16.65517;5504;2022-10-07 09:53:14.524;12.871000289917;UNKNOWN;ALMAPHIL;null;null
189047;11.6250009;48.1715958;2022-10-07 09:54:16.167723;5504;2022-10-07 09:54:14.898;14.6639995574951;UNKNOWN;ALMAPHIL;null;null
189288;11.6250087;48.1715865;2022-10-07 10:01:32.826867;5504;2022-10-07 10:01:24.811;12.5819997787476;UNKNOWN;ALMAPHIL;null;null
189049;11.625005;48.1715898;2022-10-07 10:02:28.815443;5504;2022-10-07 10:02:27.371;12.9180002212524;UNKNOWN;ALMAPHIL;null;null
189050;11.6250049;48.1715898;2022-10-07 10:03:17.37435;5504;2022-10-07 10:03:00.922;12.8780002593994;UNKNOWN;ALMAPHIL;null;null
191301;11.6250112;48.1715798;2022-10-07 10:03:49.101324;5504;2022-10-07 10:03:47.484;12.8879995346069;UNKNOWN;ALMAPHIL;null;null
189289;11.6250104;48.1715854;2022-10-07 10:04:07.043872;5504;2022-10-07 10:04:05.423;12.78600025177;UNKNOWN;ALMAPHIL;null;null
191302;11.625011;48.1715846;2022-10-07 10:36:50.370862;5504;2022-10-07 10:36:48.823;12.7770004272461;UNKNOWN;ALMAPHIL;null;null
189290;11.6250115;48.1715949;2022-10-07 11:42:07.08559;5504;2022-10-07 11:42:05.529;11.8290004730225;UNKNOWN;ALMAPHIL;null;null
191303;11.6250097;48.1715857;2022-10-07 12:05:08.399489;5504;2022-10-07 12:05:06.802;12.58899974823;UNKNOWN;ALMAPHIL;null;null
191304;11.6250032;48.1715958;2022-10-07 13:35:08.72773;5504;2022-10-07 13:35:06.691;13.5310001373291;UNKNOWN;ALMAPHIL;null;null
189295;11.6250016;48.1716011;2022-10-07 16:42:17.075083;5504;2022-10-07 16:42:15.511;12.9309997558594;UNKNOWN;ALMAPHIL;null;null
189296;11.6250039;48.1715908;2022-10-07 17:54:28.931926;5504;2022-10-07 17:54:27.321;13.0030002593994;UNKNOWN;ALMAPHIL;null;null
189297;11.6250125;48.1715779;2022-10-07 20:04:59.411787;5504;2022-10-07 20:04:57.827;13.2700004577637;UNKNOWN;ALMAPHIL;null;null
191317;11.6250018;48.1716023;2022-10-07 23:24:17.054236;5504;2022-10-07 23:24:15.435;12.9370002746582;UNKNOWN;ALMAPHIL;null;null
191319;11.6250018;48.1716023;2022-10-08 07:35:06.754795;5504;2022-10-08 07:35:05.258;12.9370002746582;UNKNOWN;ALMAPHIL;null;null
191323;11.6250058;48.1715792;2022-10-08 10:35:07.856424;5504;2022-10-08 10:35:06.234;14.0860004425049;UNKNOWN;ALMAPHIL;null;null
191329;11.6250044;48.1715804;2022-10-08 11:42:15.208271;5504;2022-10-08 11:42:13.403;14.1999998092651;UNKNOWN;ALMAPHIL;null;null
191330;11.6250049;48.1715802;2022-10-08 12:05:12.062111;5504;2022-10-08 12:05:10.55;13.956000328064;UNKNOWN;ALMAPHIL;null;null
191331;11.625004;48.1715807;2022-10-08 12:31:28.396508;5504;2022-10-08 12:31:26.87;14.1149997711182;UNKNOWN;ALMAPHIL;null;null
193664;11.6250064;48.1715805;2022-10-08 13:35:12.937445;5504;2022-10-08 13:35:11.415;13.9350004196167;UNKNOWN;ALMAPHIL;null;null
191333;11.6250052;48.1715797;2022-10-08 15:05:06.322679;5504;2022-10-08 15:05:04.804;13.8339996337891;UNKNOWN;ALMAPHIL;null;null
193675;11.6250029;48.1715818;2022-10-09 07:35:10.465761;5504;2022-10-09 07:35:08.869;20;UNKNOWN;ALMAPHIL;null;null
196057;11.6250017;48.1715978;2022-10-10 07:42:18.18162;5504;2022-10-10 07:42:15.074;13.9739999771118;UNKNOWN;ALMAPHIL;null;null
197657;11.6250058;48.171572;2022-10-10 17:05:59.929755;5504;2022-10-10 17:05:58.354;14.4449996948242;UNKNOWN;ALMAPHIL;null;null
196065;11.6250014;48.1716033;2022-10-10 19:23:40.306787;5504;2022-10-10 19:23:38.042;13.5659999847412;UNKNOWN;ALMAPHIL;null;null
196066;11.6250036;48.1715769;2022-10-10 19:25:34.754302;5504;2022-10-10 19:25:33.31;14.9930000305176;UNKNOWN;ALMAPHIL;null;null
196067;11.6250009;48.1716031;2022-10-10 20:04:33.528429;5504;2022-10-10 20:04:32.127;13.1899995803833;UNKNOWN;ALMAPHIL;null;null
197659;11.6250001;48.1716025;2022-10-10 21:15:29.559854;5504;2022-10-10 21:15:28.169;13.3030004501343;UNKNOWN;ALMAPHIL;null;null
196070;11.6250019;48.1715886;2022-10-11 07:00:12.191441;5504;2022-10-11 07:00:10.604;12.746000289917;UNKNOWN;ALMAPHIL;null;null
197668;11.6249998;48.1716031;2022-10-11 09:53:22.271416;5504;2022-10-11 09:53:20.863;13.2419996261597;UNKNOWN;ALMAPHIL;null;null
197670;11.6250068;48.1715699;2022-10-11 18:36:42.083875;5504;2022-10-11 18:36:40.615;14.7819995880127;UNKNOWN;ALMAPHIL;null;null
196079;11.6250006;48.1715901;2022-10-12 04:55:08.276;5504;2022-10-12 04:55:06.459;13.164999961853;UNKNOWN;ALMAPHIL;null;null
197672;11.6250006;48.1715901;2022-10-12 05:15:56.266166;5504;2022-10-12 05:15:54.819;13.164999961853;UNKNOWN;ALMAPHIL;null;null
197676;11.6250002;48.1716016;2022-10-12 06:00:11.38117;5504;2022-10-12 06:00:09.569;14.1879997253418;UNKNOWN;ALMAPHIL;null;null
197677;11.625;48.1716037;2022-10-12 07:00:10.75441;5504;2022-10-12 07:00:09.382;13.793999671936;UNKNOWN;ALMAPHIL;null;null
197678;11.6250006;48.1716021;2022-10-12 07:35:08.300757;5504;2022-10-12 07:35:06.932;14.048999786377;UNKNOWN;ALMAPHIL;null;null
196083;11.6250096;48.1715713;2022-10-12 08:39:46.730614;5504;2022-10-12 08:39:45.376;14.3760004043579;UNKNOWN;ALMAPHIL;null;null
196088;11.6250111;48.1715722;2022-10-12 12:31:40.565456;5504;2022-10-12 12:31:38.633;14.1009998321533;UNKNOWN;ALMAPHIL;null;null
204551;11.6250112;48.1715715;2022-10-14 04:55:15.678485;5504;2022-10-14 04:55:14.06;13.8100004196167;UNKNOWN;ALMAPHIL;null;null
204752;11.6250115;48.1715714;2022-10-14 05:31:01.94387;5504;2022-10-14 05:31:00.696;13.9130001068115;UNKNOWN;ALMAPHIL;null;null
204553;11.6250084;48.1715746;2022-10-14 06:00:10.827155;5504;2022-10-14 06:00:09.531;13.7609996795654;UNKNOWN;ALMAPHIL;null;null
204556;11.6250081;48.1715835;2022-10-14 07:00:09.829935;5504;2022-10-14 07:00:08.396;12.2779998779297;UNKNOWN;ALMAPHIL;null;null
204753;11.6250077;48.1715833;2022-10-14 07:35:11.12424;5504;2022-10-14 07:35:09.779;12.41100025177;UNKNOWN;ALMAPHIL;null;null
204563;11.6250022;48.1715977;2022-10-14 12:36:01.889151;5504;2022-10-14 12:36:00.57;14.1960000991821;UNKNOWN;ALMAPHIL;null;null
204761;11.6250032;48.1715862;2022-10-14 15:05:36.359766;5504;2022-10-14 15:05:19.537;13.0450000762939;UNKNOWN;ALMAPHIL;null;null
204762;11.625007;48.1715847;2022-10-14 17:10:43.999695;5504;2022-10-14 17:10:42.698;12.8070001602173;UNKNOWN;ALMAPHIL;null;null
204565;11.625007;48.1715847;2022-10-14 19:35:11.406749;5504;2022-10-14 19:35:09.193;12.8070001602173;UNKNOWN;ALMAPHIL;null;null
204566;11.6250085;48.1715843;2022-10-15 04:55:12.606425;5504;2022-10-15 04:55:11.005;12.753999710083;UNKNOWN;ALMAPHIL;null;null
204765;11.6250102;48.171584;2022-10-15 05:32:00.401393;5504;2022-10-15 05:31:59.103;12.78600025177;UNKNOWN;ALMAPHIL;null;null
204567;11.6250086;48.1715841;2022-10-15 06:00:08.992358;5504;2022-10-15 06:00:07.776;12.8760004043579;UNKNOWN;ALMAPHIL;null;null
204766;11.6249993;48.1716038;2022-10-15 07:35:06.921153;5504;2022-10-15 07:35:05.664;12.9899997711182;UNKNOWN;ALMAPHIL;null;null
204569;11.6249995;48.1716044;2022-10-15 08:00:15.194411;5504;2022-10-15 08:00:13.955;13.1630001068115;UNKNOWN;ALMAPHIL;null;null
204767;11.6250051;48.1715724;2022-10-15 12:19:49.479572;5504;2022-10-15 12:19:48.187;14.9840002059937;UNKNOWN;ALMAPHIL;null;null
204571;11.625001;48.1715924;2022-10-15 13:35:10.155109;5504;2022-10-15 13:35:08.904;13.3000001907349;UNKNOWN;ALMAPHIL;null;null
204572;11.6250003;48.1715954;2022-10-15 16:00:09.412097;5504;2022-10-15 16:00:08.118;13.7250003814697;UNKNOWN;ALMAPHIL;null;null
204768;11.6249999;48.1715908;2022-10-15 16:35:06.516961;5504;2022-10-15 16:35:05.229;13.1960000991821;UNKNOWN;ALMAPHIL;null;null
204779;11.6250056;48.1715973;2022-10-17 11:42:07.133689;5504;2022-10-17 11:42:05.312;12.8599996566772;UNKNOWN;ALMAPHIL;null;null
204780;11.625002;48.171598;2022-10-17 12:29:09.385743;5504;2022-10-17 12:29:08.176;14.6079998016357;UNKNOWN;ALMAPHIL;null;null
204584;11.6250203;48.1715817;2022-10-17 13:00:06.100571;5504;2022-10-17 13:00:04.912;13.2049999237061;UNKNOWN;ALMAPHIL;null;null
204781;11.6250151;48.1715827;2022-10-17 13:30:08.482809;5504;2022-10-17 13:30:07.261;13.4809999465942;UNKNOWN;ALMAPHIL;null;null
204782;11.6250118;48.1715911;2022-10-17 15:05:06.613467;5504;2022-10-17 15:05:05.263;12.7950000762939;UNKNOWN;ALMAPHIL;null;null
204783;11.6250082;48.1716043;2022-10-18 06:00:09.366364;5504;2022-10-18 06:00:08.24;13.9139995574951;UNKNOWN;ALMAPHIL;null;null
204785;11.625018;48.1715893;2022-10-19 06:02:47.481154;5504;2022-10-19 06:02:44.168;14.2440004348755;UNKNOWN;ALMAPHIL;null;null
211704;11.625009;48.1715949;2022-10-19 11:42:42.945923;5504;2022-10-19 11:42:23.481;13.2489995956421;UNKNOWN;ALMAPHIL;null;null
211705;11.625005;48.1716051;2022-10-19 12:10:12.910066;5504;2022-10-19 12:10:10.942;13.3680000305176;UNKNOWN;ALMAPHIL;null;null
211706;11.625005;48.1716051;2022-10-19 16:25:04.884763;5504;2022-10-19 16:25:03.702;13.3680000305176;UNKNOWN;ALMAPHIL;null;null
212851;11.6250044;48.1716045;2022-10-19 23:31:19.877667;5504;2022-10-19 23:31:18.657;13.0790004730225;UNKNOWN;ALMAPHIL;null;null
212853;11.6250052;48.171602;2022-10-20 05:55:07.899955;5504;2022-10-20 05:55:06.751;13.3199996948242;UNKNOWN;ALMAPHIL;null;null
212883;11.6250053;48.1716021;2022-10-22 09:30:17.985129;5504;2022-10-22 09:30:16.96;12.7620000839233;UNKNOWN;ALMAPHIL;null;null
219002;11.6250189;48.1715893;2022-10-22 12:58:27.52871;5504;2022-10-22 12:58:26.509;11.8690004348755;UNKNOWN;ALMAPHIL;null;null
219052;11.6250171;48.1715823;2022-10-22 12:58:58.425951;5504;2022-10-22 12:58:57.415;13.3129997253418;UNKNOWN;ALMAPHIL;null;null
219003;11.6250171;48.1715823;2022-10-22 13:35:02.203854;5504;2022-10-22 13:35:01.188;13.3129997253418;UNKNOWN;ALMAPHIL;null;null
219015;11.6249964;48.1716048;2022-10-23 07:03:45.507791;5504;2022-10-23 07:03:44.123;20;UNKNOWN;ALMAPHIL;null;null
219059;11.6250059;48.1716011;2022-10-23 07:51:14.739171;5504;2022-10-23 07:51:13.599;13.8129997253418;UNKNOWN;ALMAPHIL;null;null
219020;11.6250044;48.1716055;2022-10-23 09:13:31.342493;5504;2022-10-23 09:13:30.347;13.085000038147;UNKNOWN;ALMAPHIL;null;null
219062;11.6250087;48.1715996;2022-10-23 09:47:44.019282;5504;2022-10-23 09:47:42.973;14.0939998626709;UNKNOWN;ALMAPHIL;null;null
219025;11.6250085;48.1715943;2022-10-23 11:21:40.557437;5504;2022-10-23 11:21:39.523;12.9460000991821;UNKNOWN;ALMAPHIL;null;null
219028;11.6250085;48.1715943;2022-10-23 11:42:04.480772;5504;2022-10-23 11:42:03.409;12.9460000991821;UNKNOWN;ALMAPHIL;null;null
219029;11.6250117;48.1715914;2022-10-23 12:05:12.922813;5504;2022-10-23 12:05:11.916;12.4890003204346;UNKNOWN;ALMAPHIL;null;null
219068;11.6250068;48.171599;2022-10-23 12:45:08.395138;5504;2022-10-23 12:45:07.389;13.2589998245239;UNKNOWN;ALMAPHIL;null;null
219030;11.625013;48.1715919;2022-10-23 13:35:11.922694;5504;2022-10-23 13:35:10.896;12.4750003814697;UNKNOWN;ALMAPHIL;null;null
219072;11.6250124;48.1715902;2022-10-23 15:05:11.996544;5504;2022-10-23 15:05:10.926;13.0900001525879;UNKNOWN;ALMAPHIL;null;null
