id;reported_absolute_count;reported_for;recorded_at;user_id
14963;0;2022-05-09;2022-05-09 16:30:48.326418;5504
14968;0;2022-05-09;2022-05-09 18:00:05.51404;5504
14969;0;2022-05-09;2022-05-09 18:00:27.694982;5504
14974;0;2022-05-09;2022-05-09 20:40:19.248198;5504
14975;0;2022-05-09;2022-05-09 20:40:31.601404;5504
14976;0;2022-05-09;2022-05-09 20:41:04.591459;5504
15507;0;2022-05-10;2022-05-10 04:57:01.194277;5504
15508;0;2022-05-10;2022-05-10 05:13:50.074058;5504
15510;0;2022-05-10;2022-05-10 05:14:54.968022;5504
15512;0;2022-05-10;2022-05-10 05:27:00.79414;5504
15516;0;2022-05-10;2022-05-10 05:57:00.983675;5504
15518;0;2022-05-10;2022-05-10 06:27:01.123186;5504
15527;0;2022-05-10;2022-05-10 06:57:03.408139;5504
15531;0;2022-05-10;2022-05-10 07:27:01.539952;5504
15532;0;2022-05-10;2022-05-10 07:30:10.633358;5504
15533;0;2022-05-10;2022-05-10 07:30:19.272871;5504
15538;0;2022-05-10;2022-05-10 07:57:01.604184;5504
15541;0;2022-05-10;2022-05-10 08:27:06.822002;5504
15653;0;2022-05-10;2022-05-10 08:57:01.90127;5504
15654;0;2022-05-10;2022-05-10 09:00:07.248153;5504
15655;0;2022-05-10;2022-05-10 09:00:15.344471;5504
15657;0;2022-05-10;2022-05-10 09:01:57.935071;5504
15662;0;2022-05-10;2022-05-10 09:42:45.928997;5504
15664;0;2022-05-10;2022-05-10 09:53:18.664934;5504
15668;0;2022-05-10;2022-05-10 09:57:41.031443;5504
15680;0;2022-05-10;2022-05-10 10:21:30.158131;5504
15681;0;2022-05-10;2022-05-10 10:30:01.481263;5504
15682;0;2022-05-10;2022-05-10 10:30:15.482614;5504
15683;0;2022-05-10;2022-05-10 10:30:36.217481;5504
15685;0;2022-05-10;2022-05-10 10:34:04.778894;5504
15686;0;2022-05-10;2022-05-10 10:34:32.360332;5504
15687;0;2022-05-10;2022-05-10 10:34:45.098176;5504
15688;0;2022-05-10;2022-05-10 10:35:32.007882;5504
15689;0;2022-05-10;2022-05-10 10:35:41.737448;5504
15690;0;2022-05-10;2022-05-10 10:36:19.127032;5504
15695;0;2022-05-10;2022-05-10 10:42:33.408265;5504
16006;0;2022-05-10;2022-05-10 12:00:01.166178;5504
16008;0;2022-05-10;2022-05-10 12:00:08.455888;5504
16011;0;2022-05-10;2022-05-10 12:10:04.093517;5504
16012;0;2022-05-10;2022-05-10 12:10:14.76969;5504
16014;0;2022-05-10;2022-05-10 12:15:02.768443;5504
16015;0;2022-05-10;2022-05-10 12:15:06.639741;5504
16020;0;2022-05-10;2022-05-10 12:20:07.173812;5504
16022;0;2022-05-10;2022-05-10 12:20:11.782899;5504
16031;0;2022-05-10;2022-05-10 12:30:02.84422;5504
16034;0;2022-05-10;2022-05-10 12:30:08.538299;5504
16038;0;2022-05-10;2022-05-10 12:45:11.971452;5504
16039;0;2022-05-10;2022-05-10 12:45:16.024907;5504
16041;0;2022-05-10;2022-05-10 12:55:58.640412;5504
16042;0;2022-05-10;2022-05-10 12:57:03.258987;5504
16044;0;2022-05-10;2022-05-10 12:57:26.969037;5504
16047;0;2022-05-10;2022-05-10 13:00:06.307053;5504
16049;0;2022-05-10;2022-05-10 13:00:12.988191;5504
16904;0;2022-05-10;2022-05-10 13:09:45.415262;5504
16907;0;2022-05-10;2022-05-10 13:15:05.949355;5504
16908;0;2022-05-10;2022-05-10 13:15:09.591658;5504
16910;0;2022-05-10;2022-05-10 13:30:05.539132;5504
16911;0;2022-05-10;2022-05-10 13:30:12.432248;5504
16912;0;2022-05-10;2022-05-10 13:30:19.434796;5504
16941;0;2022-05-10;2022-05-10 16:30:06.235772;5504
16943;0;2022-05-10;2022-05-10 16:30:20.607457;5504
17201;0;2022-05-10;2022-05-10 16:53:29.25143;5504
17215;0;2022-05-10;2022-05-10 17:42:05.337562;5504
17221;0;2022-05-10;2022-05-10 18:54:20.965177;5504
29516;0;2022-05-19;2022-05-19 07:02:27.471272;5504
17229;0;2022-05-10;2022-05-10 20:11:38.601299;5504
17231;0;2022-05-10;2022-05-10 20:16:28.65216;5504
29517;0;2022-05-19;2022-05-19 07:02:51.962279;5504
29518;0;2022-05-19;2022-05-19 07:02:52.116517;5504
17245;0;2022-05-10;2022-05-10 22:11:11.270859;5504
17248;0;2022-05-10;2022-05-10 22:41:11.347072;5504
26063;13;2022-05-17;2022-05-17 10:30:03.497295;5504
17302;0;2022-05-10;2022-05-10 23:11:12.143503;5504
17306;0;2022-05-10;2022-05-10 23:28:48.299241;5504
26064;13;2022-05-17;2022-05-17 10:30:21.097788;5504
17312;0;2022-05-11;2022-05-11 00:11:12.036872;5504
17315;0;2022-05-11;2022-05-11 00:41:11.979573;5504
17318;0;2022-05-11;2022-05-11 01:11:12.259578;5504
17321;0;2022-05-11;2022-05-11 01:41:12.347575;5504
17324;0;2022-05-11;2022-05-11 02:11:12.428517;5504
17327;0;2022-05-11;2022-05-11 02:41:12.620888;5504
17331;0;2022-05-11;2022-05-11 03:11:12.757012;5504
17334;0;2022-05-11;2022-05-11 03:41:12.923253;5504
17337;0;2022-05-11;2022-05-11 04:11:13.019063;5504
17340;0;2022-05-11;2022-05-11 04:41:13.204882;5504
17343;0;2022-05-11;2022-05-11 05:11:14.219795;5504
17346;0;2022-05-11;2022-05-11 05:41:13.68332;5504
17801;0;2022-05-11;2022-05-11 06:11:13.844121;5504
17803;0;2022-05-11;2022-05-11 06:41:13.974493;5504
17817;0;2022-05-11;2022-05-11 07:00:04.070126;5504
17818;0;2022-05-11;2022-05-11 07:00:14.970146;5504
17826;0;2022-05-11;2022-05-11 07:11:19.219512;5504
17832;0;2022-05-11;2022-05-11 07:30:07.999125;5504
17836;0;2022-05-11;2022-05-11 07:30:17.118933;5504
17845;0;2022-05-11;2022-05-11 07:41:14.293451;5504
18053;0;2022-05-11;2022-05-11 08:11:19.479;5504
29524;0;2022-05-19;2022-05-19 07:30:02.322594;5504
29636;0;2022-05-19;2022-05-19 09:14:00.947513;5504
29758;0;2022-05-19;2022-05-19 09:50:37.9823;5504
26066;13;2022-05-17;2022-05-17 10:44:41.192025;5504
26067;25;2022-05-17;2022-05-17 10:46:22.136921;5504
18091;0;2022-05-11;2022-05-11 10:30:07.127671;5504
18092;0;2022-05-11;2022-05-11 10:30:21.20867;5504
18093;0;2022-05-11;2022-05-11 10:30:48.827437;5504
18094;0;2022-05-11;2022-05-11 10:31:28.086654;5504
18095;0;2022-05-11;2022-05-11 10:31:44.793423;5504
18096;0;2022-05-11;2022-05-11 10:32:07.142932;5504
18097;0;2022-05-11;2022-05-11 10:32:30.068197;5504
18098;0;2022-05-11;2022-05-11 10:32:54.908519;5504
18318;0;2022-05-11;2022-05-11 12:10:01.943872;5504
18319;0;2022-05-11;2022-05-11 12:10:14.267618;5504
18321;0;2022-05-11;2022-05-11 12:15:04.680819;5504
18322;0;2022-05-11;2022-05-11 12:15:24.470375;5504
18332;0;2022-05-11;2022-05-11 12:30:23.485084;5504
18334;0;2022-05-11;2022-05-11 12:30:42.457975;5504
18337;0;2022-05-11;2022-05-11 12:45:07.460221;5504
18338;0;2022-05-11;2022-05-11 12:45:27.734432;5504
18344;0;2022-05-11;2022-05-11 13:00:41.407458;5504
18345;0;2022-05-11;2022-05-11 13:01:03.111092;5504
18511;0;2022-05-11;2022-05-11 13:30:45.955132;5504
18512;0;2022-05-11;2022-05-11 13:30:59.054205;5504
18525;0;2022-05-11;2022-05-11 14:34:10.490902;5504
18526;0;2022-05-11;2022-05-11 14:34:23.146003;5504
18754;0;2022-05-11;2022-05-11 16:25:33.968507;5504
18755;0;2022-05-11;2022-05-11 16:25:45.789311;5504
18758;0;2022-05-11;2022-05-11 16:30:01.75026;5504
18760;0;2022-05-11;2022-05-11 16:30:22.972784;5504
18761;0;2022-05-11;2022-05-11 16:30:36.188157;5504
18767;0;2022-05-11;2022-05-11 17:11:16.957198;5504
29527;0;2022-05-19;2022-05-19 07:30:24.412709;5504
29528;0;2022-05-19;2022-05-19 07:30:24.445261;5504
19803;0;2022-05-12;2022-05-12 07:57:40.908225;5504
19843;0;2022-05-12;2022-05-12 10:30:05.201397;5504
19844;0;2022-05-12;2022-05-12 10:30:17.878981;5504
20015;0;2022-05-12;2022-05-12 12:10:05.507098;5504
20016;0;2022-05-12;2022-05-12 12:10:11.994785;5504
20018;0;2022-05-12;2022-05-12 12:15:05.269149;5504
20019;0;2022-05-12;2022-05-12 12:15:12.317387;5504
20029;0;2022-05-12;2022-05-12 12:30:01.870953;5504
20030;0;2022-05-12;2022-05-12 12:30:12.521878;5504
20033;0;2022-05-12;2022-05-12 12:45:03.37068;5504
20034;0;2022-05-12;2022-05-12 12:45:10.70109;5504
20036;0;2022-05-12;2022-05-12 13:00:14.904439;5504
20037;0;2022-05-12;2022-05-12 13:00:21.753775;5504
20041;0;2022-05-12;2022-05-12 13:15:08.867111;5504
20042;0;2022-05-12;2022-05-12 13:15:18.446247;5504
20044;0;2022-05-12;2022-05-12 13:30:03.483467;5504
20045;0;2022-05-12;2022-05-12 13:30:03.488047;5504
20046;0;2022-05-12;2022-05-12 13:30:10.051355;5504
20047;0;2022-05-12;2022-05-12 13:30:15.326313;5504
20160;0;2022-05-12;2022-05-12 14:34:25.6176;5504
20162;0;2022-05-12;2022-05-12 14:35:57.908554;5504
20181;0;2022-05-12;2022-05-12 16:30:03.204698;5504
20182;0;2022-05-12;2022-05-12 16:30:12.80144;5504
20186;0;2022-05-12;2022-05-12 17:22:23.690023;5504
29530;0;2022-05-19;2022-05-19 07:30:46.40115;5504
20265;0;2022-05-12;2022-05-12 20:26:59.309207;5504
20270;0;2022-05-12;2022-05-12 20:57:04.440723;5504
20274;0;2022-05-12;2022-05-12 21:26:59.623328;5504
20278;0;2022-05-12;2022-05-12 21:56:59.739792;5504
20282;0;2022-05-12;2022-05-12 22:27:01.957462;5504
20287;0;2022-05-12;2022-05-12 22:57:00.087016;5504
20291;0;2022-05-12;2022-05-12 23:27:00.256743;5504
20295;0;2022-05-12;2022-05-12 23:57:00.441992;5504
20298;0;2022-05-13;2022-05-13 00:27:00.776347;5504
20352;0;2022-05-13;2022-05-13 00:57:00.674476;5504
20356;0;2022-05-13;2022-05-13 01:27:00.931095;5504
20360;0;2022-05-13;2022-05-13 01:57:01.216216;5504
20364;0;2022-05-13;2022-05-13 02:27:01.491438;5504
20368;0;2022-05-13;2022-05-13 02:57:01.568124;5504
20372;0;2022-05-13;2022-05-13 03:27:07.035524;5504
20376;0;2022-05-13;2022-05-13 03:57:01.898783;5504
20380;0;2022-05-13;2022-05-13 04:27:02.107601;5504
20383;0;2022-05-13;2022-05-13 04:57:02.164061;5504
20391;0;2022-05-13;2022-05-13 05:27:02.343893;5504
20807;0;2022-05-13;2022-05-13 06:39:28.150474;5504
20816;0;2022-05-13;2022-05-13 06:57:03.989275;5504
20817;0;2022-05-13;2022-05-13 07:00:01.204918;5504
20818;0;2022-05-13;2022-05-13 07:00:39.69704;5504
20823;0;2022-05-13;2022-05-13 07:27:03.021919;5504
20824;0;2022-05-13;2022-05-13 07:30:08.615563;5504
20825;0;2022-05-13;2022-05-13 07:30:17.845099;5504
20831;0;2022-05-13;2022-05-13 07:57:05.251484;5504
20835;0;2022-05-13;2022-05-13 08:27:03.520644;5504
20841;0;2022-05-13;2022-05-13 08:57:03.73336;5504
20844;0;2022-05-13;2022-05-13 09:27:03.82809;5504
20848;0;2022-05-13;2022-05-13 09:57:04.000986;5504
21103;0;2022-05-13;2022-05-13 10:06:46.516545;5504
21105;0;2022-05-13;2022-05-13 10:27:06.27113;5504
21107;0;2022-05-13;2022-05-13 10:30:07.449076;5504
21108;0;2022-05-13;2022-05-13 10:30:20.147024;5504
21111;0;2022-05-13;2022-05-13 10:57:06.510196;5504
21115;0;2022-05-13;2022-05-13 11:27:04.460605;5504
21119;0;2022-05-13;2022-05-13 11:57:04.658828;5504
21122;0;2022-05-13;2022-05-13 12:10:06.948425;5504
21123;0;2022-05-13;2022-05-13 12:10:18.779945;5504
21124;0;2022-05-13;2022-05-13 12:15:01.235736;5504
21125;0;2022-05-13;2022-05-13 12:15:25.175307;5504
21127;0;2022-05-13;2022-05-13 12:27:04.807251;5504
21128;0;2022-05-13;2022-05-13 12:31:01.379372;5504
21129;0;2022-05-13;2022-05-13 12:31:20.513476;5504
21132;0;2022-05-13;2022-05-13 12:45:05.701258;5504
21133;0;2022-05-13;2022-05-13 12:45:25.462282;5504
21135;0;2022-05-13;2022-05-13 12:57:07.023048;5504
21136;0;2022-05-13;2022-05-13 13:00:04.455412;5504
21137;0;2022-05-13;2022-05-13 13:00:24.755717;5504
21142;0;2022-05-13;2022-05-13 13:15:01.67019;5504
21143;0;2022-05-13;2022-05-13 13:15:22.754587;5504
21145;0;2022-05-13;2022-05-13 13:30:07.922798;5504
21148;0;2022-05-13;2022-05-13 13:30:28.06873;5504
21252;0;2022-05-13;2022-05-13 13:57:06.017174;5504
28026;0;2022-05-18;2022-05-18 10:30:01.208648;5504
21270;0;2022-05-13;2022-05-13 16:25:04.479753;5504
21271;0;2022-05-13;2022-05-13 16:25:15.112305;5504
21273;0;2022-05-13;2022-05-13 16:30:03.4907;5504
21276;0;2022-05-13;2022-05-13 16:30:06.980613;5504
21278;0;2022-05-13;2022-05-13 16:30:22.943995;5504
21280;0;2022-05-13;2022-05-13 16:45:05.308242;5504
21281;0;2022-05-13;2022-05-13 16:45:37.547743;5504
21283;0;2022-05-13;2022-05-13 17:00:05.519759;5504
21285;0;2022-05-13;2022-05-13 17:00:25.351037;5504
21286;0;2022-05-13;2022-05-13 17:15:06.429349;5504
21287;0;2022-05-13;2022-05-13 17:15:25.747867;5504
21289;0;2022-05-13;2022-05-13 17:30:01.666318;5504
21290;0;2022-05-13;2022-05-13 17:30:22.859496;5504
21295;0;2022-05-13;2022-05-13 17:45:03.853008;5504
21296;0;2022-05-13;2022-05-13 17:45:23.483437;5504
21374;0;2022-05-13;2022-05-13 23:57:15.158117;5504
21378;0;2022-05-14;2022-05-14 00:27:14.079475;5504
21382;0;2022-05-14;2022-05-14 00:57:19.291461;5504
21386;0;2022-05-14;2022-05-14 01:27:14.401896;5504
21390;0;2022-05-14;2022-05-14 01:57:14.563025;5504
21394;0;2022-05-14;2022-05-14 02:27:15.0831;5504
21398;0;2022-05-14;2022-05-14 02:57:19.795823;5504
21802;0;2022-05-14;2022-05-14 03:29:44.602506;5504
21806;0;2022-05-14;2022-05-14 04:03:01.627931;5504
21809;0;2022-05-14;2022-05-14 04:34:01.946711;5504
21814;0;2022-05-14;2022-05-14 05:09:46.751716;5504
21817;0;2022-05-14;2022-05-14 05:37:27.86466;5504
21821;0;2022-05-14;2022-05-14 06:09:09.973558;5504
21988;6214;2022-05-14;2022-05-14 15:56:06.93141;5504
21994;6398;2022-05-14;2022-05-14 16:30:03.162139;5504
21996;6398;2022-05-14;2022-05-14 16:30:14.470123;5504
22109;6504;2022-05-14;2022-05-14 18:28:40.206623;5504
26092;1698;2022-05-17;2022-05-17 12:00:44.800294;5504
26100;1776;2022-05-17;2022-05-17 12:10:07.237734;5504
26452;1782;2022-05-17;2022-05-17 12:10:17.833389;5504
22654;0;2022-05-15;2022-05-15 09:14:38.610844;5504
22656;0;2022-05-15;2022-05-15 09:18:08.087278;5504
22664;0;2022-05-15;2022-05-15 10:30:04.301919;5504
22665;0;2022-05-15;2022-05-15 10:30:24.034646;5504
22675;0;2022-05-15;2022-05-15 12:10:11.151407;5504
22676;0;2022-05-15;2022-05-15 12:10:21.862043;5504
22677;0;2022-05-15;2022-05-15 12:15:04.370589;5504
22678;0;2022-05-15;2022-05-15 12:15:23.781156;5504
22687;0;2022-05-15;2022-05-15 13:30:05.421594;5504
22688;0;2022-05-15;2022-05-15 13:30:15.509222;5504
22689;0;2022-05-15;2022-05-15 13:30:38.407654;5504
26454;1782;2022-05-17;2022-05-17 12:15:04.639279;5504
26455;1782;2022-05-17;2022-05-17 12:15:08.015778;5504
22802;0;2022-05-15;2022-05-15 16:08:31.798127;5504
22803;0;2022-05-15;2022-05-15 16:12:47.058386;5504
22806;0;2022-05-15;2022-05-15 16:30:06.48811;5504
22807;0;2022-05-15;2022-05-15 16:30:20.776078;5504
22809;0;2022-05-15;2022-05-15 16:42:47.289347;5504
22813;0;2022-05-15;2022-05-15 17:12:47.53477;5504
22816;0;2022-05-15;2022-05-15 17:42:47.771656;5504
22819;0;2022-05-15;2022-05-15 18:12:47.856403;5504
22823;0;2022-05-15;2022-05-15 18:42:48.067086;5504
22827;0;2022-05-15;2022-05-15 19:12:48.240084;5504
22831;0;2022-05-15;2022-05-15 19:42:48.461899;5504
22835;0;2022-05-15;2022-05-15 20:12:48.54327;5504
22838;0;2022-05-15;2022-05-15 20:42:48.623047;5504
22842;0;2022-05-15;2022-05-15 21:12:48.833677;5504
22845;0;2022-05-15;2022-05-15 21:42:49.016635;5504
22849;0;2022-05-15;2022-05-15 22:12:49.122958;5504
22903;0;2022-05-15;2022-05-15 22:42:49.328791;5504
22907;0;2022-05-15;2022-05-15 23:12:49.445435;5504
22911;0;2022-05-15;2022-05-15 23:42:49.61667;5504
22915;0;2022-05-16;2022-05-16 00:12:49.801602;5504
22918;0;2022-05-16;2022-05-16 00:42:49.944882;5504
22922;0;2022-05-16;2022-05-16 01:12:50.219361;5504
22924;0;2022-05-16;2022-05-16 01:42:52.360926;5504
22928;0;2022-05-16;2022-05-16 02:12:50.446999;5504
22932;0;2022-05-16;2022-05-16 02:56:58.387153;5504
22937;0;2022-05-16;2022-05-16 03:28:38.812112;5504
22941;0;2022-05-16;2022-05-16 04:02:28.121815;5504
22945;0;2022-05-16;2022-05-16 04:50:46.439364;5504
23404;0;2022-05-16;2022-05-16 05:21:26.867383;5504
23414;0;2022-05-16;2022-05-16 05:54:10.330302;5504
23420;0;2022-05-16;2022-05-16 06:26:00.983481;5504
26456;1782;2022-05-17;2022-05-17 12:16:23.426111;5504
23425;0;2022-05-16;2022-05-16 06:57:35.005822;5504
23426;0;2022-05-16;2022-05-16 07:00:06.841439;5504
23428;0;2022-05-16;2022-05-16 07:00:48.333871;5504
23433;0;2022-05-16;2022-05-16 07:30:04.402306;5504
23434;0;2022-05-16;2022-05-16 07:30:30.207374;5504
23438;0;2022-05-16;2022-05-16 08:03:55.246528;5504
23448;0;2022-05-16;2022-05-16 08:56:58.843294;5504
23450;0;2022-05-16;2022-05-16 09:13:05.366358;5504
23562;0;2022-05-16;2022-05-16 10:30:09.726665;5504
23563;0;2022-05-16;2022-05-16 10:30:22.901058;5504
23573;0;2022-05-16;2022-05-16 12:10:04.883081;5504
23574;0;2022-05-16;2022-05-16 12:10:16.297308;5504
23575;0;2022-05-16;2022-05-16 12:15:02.271732;5504
23576;0;2022-05-16;2022-05-16 12:15:22.364658;5504
23578;0;2022-05-16;2022-05-16 12:30:02.231466;5504
23579;0;2022-05-16;2022-05-16 12:30:22.968368;5504
23581;0;2022-05-16;2022-05-16 12:45:06.609555;5504
23582;0;2022-05-16;2022-05-16 12:45:25.875446;5504
23583;0;2022-05-16;2022-05-16 13:00:05.307932;5504
23586;0;2022-05-16;2022-05-16 13:00:26.16207;5504
23710;0;2022-05-16;2022-05-16 13:15:06.742892;5504
23711;0;2022-05-16;2022-05-16 13:15:11.04828;5504
29543;0;2022-05-19;2022-05-19 08:05:23.903999;5504
24763;0;2022-05-17;2022-05-17 07:17:26.356683;5504
24764;0;2022-05-17;2022-05-17 07:18:09.573414;5504
24766;0;2022-05-17;2022-05-17 07:22:52.299452;5504
24774;0;2022-05-17;2022-05-17 07:30:04.577171;5504
24775;0;2022-05-17;2022-05-17 07:30:18.809137;5504
24778;0;2022-05-17;2022-05-17 07:42:30.689102;5504
29880;0;2022-05-19;2022-05-19 12:07:03.894162;5504
29881;0;2022-05-19;2022-05-19 12:07:09.880925;5504
29882;0;2022-05-19;2022-05-19 12:07:37.320868;5504
30004;0;2022-05-19;2022-05-19 12:30:04.032055;5504
30018;0;2022-05-19;2022-05-19 12:45:05.785339;5504
30019;0;2022-05-19;2022-05-19 12:45:25.495299;5504
30020;0;2022-05-19;2022-05-19 12:45:42.584228;5504
30031;0;2022-05-19;2022-05-19 12:57:28.087323;5504
